Time SenderId SenderProto ReceiverId ReceiverProto   Commodity        Quantity           
312  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
312  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
312  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
313  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
313  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
313  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
314  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
314  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
314  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
315  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
315  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
315  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
316  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
316  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33330000001  
316  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
317  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
317  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.3333         
317  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
318  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
318  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.3333         
318  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
319  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
319  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.3333         
319  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
320  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
320  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
320  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
321  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
321  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
321  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
322  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
322  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
322  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
323  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
323  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
323  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
324  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
324  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
324  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
325  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
325  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
325  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
326  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
326  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
326  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
327  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
327  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
327  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
328  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
328  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
328  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
329  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
329  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
329  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.3333         
330  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.3333         
